movie,image,movie_type,annot_group,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,sum,exp_sum,intensity1,intensity2,intensity3,intensity4,intensity5,intensity_mean,intensity_sd
BrightStarAM,brightstar_67_65972_14.jpg,A,9,0.47,0.12,0.41,0.0,0.0,0.0,0.77,0.36,0.0,0.72,0.0,0.0,0.0,0.0,0.45,0.37,2.58,6.25,0.0323815881823134,1,1,2,2,1,1.4,0.4898979485566356
BrightStarAM,brightstar_3_147896_192.jpg,A,8,1.22,0.0,0.87,0.83,0.0,1.65,0.0,0.42,0.0,0.29,0.8,0.0,0.0,0.0,0.0,0.0,0.29,6.37,0.0313203906343059,3,5,3,1,3,3.0,1.2649110640673518
BrightStarAM,brightstar_7_45713_70.jpg,A,9,0.81,0.91,0.26,1.96,0.0,0.0,0.12,0.56,0.31,0.49,0.34,0.0,0.0,0.04,0.0,0.0,1.05,6.8500000000000005,0.0332312404122348,1,2,4,2,3,2.4,1.019803902718557
BrightStarAM,brightstar_32_95485_18.jpg,A,10,0.72,0.0,0.71,0.32,0.49,0.8,0.69,0.0,0.0,0.0,1.05,1.23,0.0,0.0,0.0,0.0,1.08,7.09,0.0365166096775492,2,3,1,3,3,2.4,0.8
BrightStarAM,brightstar_6_37593_114.jpg,A,6,0.86,0.0,0.25,0.58,0.23,0.66,0.32,1.21,0.82,0.04,0.0,0.0,0.4,0.0,0.59,0.0,1.27,7.23,0.030597612082709,3,3,4,2,3,3.0,0.6324555320336759
BrightStarAM,brightstar_25_8711_110.jpg,A,6,2.11,0.94,0.0,1.46,0.0,0.08,0.0,0.0,0.0,0.0,1.36,0.37,0.95,0.0,0.0,0.0,0.0,7.27,0.0396709249955819,3,2,4,2,2,2.6,0.8
BrightStarAM,brightstar_0_135841_10.jpg,A,4,0.13,0.0,0.0,1.78,0.61,0.0,0.0,1.91,0.78,0.1,0.14,0.57,0.0,0.0,0.76,0.0,0.55,7.329999999999999,0.0282947813367732,3,3,2,5,2,3.0,1.095445115010332
BrightStarAM,brightstar_29_7866_87.jpg,A,6,1.44,1.05,0.2,0.55,0.07,0.07,0.0,0.0,0.16,0.93,0.4,0.81,0.0,0.78,0.0,0.48,0.4,7.34,0.0376932443885842,2,3,3,2,3,2.6,0.4898979485566356
BrightStarAM,brightstar_38_120713_60.jpg,A,10,1.19,0.0,0.76,0.0,0.0,0.3,0.0,1.11,0.0,0.15,1.16,1.27,0.02,0.0,0.0,1.39,0.33,7.679999999999999,0.0345513360738939,2,3,3,1,1,2.0,0.8944271909999159
BrightStarAM,brightstar_39_16586_70.jpg,A,9,0.0,0.0,0.45,1.2,0.0,0.0,0.0,0.0,0.0,1.26,1.05,1.15,0.45,0.0,0.82,1.28,0.14,7.8,0.0408738994894324,1,4,2,2,1,2.0,1.095445115010332
BrightStarAM,brightstar_27_111937_6.jpg,A,3,0.82,0.31,1.49,1.23,0.0,0.0,0.08,0.46,0.18,2.25,0.0,0.68,0.0,0.05,0.0,0.0,0.34,7.89,0.0403702237841196,2,1,4,2,1,2.0,1.095445115010332
BrightStarAM,brightstar_58_37460_8.jpg,A,5,1.99,0.0,1.03,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.94,1.88,0.25,0.0,0.0,1.09,0.0,7.96,0.0413451390957212,3,4,4,2,3,3.2,0.7483314773547882
BrightStarAM,brightstar_23_66029_37.jpg,A,7,2.15,0.13,0.75,1.08,0.0,0.0,0.42,0.74,0.0,1.3,0.8,0.66,0.0,0.0,0.0,0.0,0.3,8.33,0.040655396475848,5,5,2,4,1,3.4,1.624807680927192
BrightStarAM,brightstar_47_120369_1.jpg,A,8,1.53,0.0,1.91,0.75,0.0,0.0,0.0,0.96,0.13,0.4,0.87,1.18,0.72,0.0,0.0,0.0,0.0,8.45,0.0401428549399007,2,2,3,2,4,2.6,0.8
BrightStarAM,brightstar_74_32065_111.jpg,A,3,1.2,0.75,0.67,0.21,0.61,0.0,0.0,0.98,1.21,0.0,0.0,1.42,0.18,0.0,0.0,0.0,1.41,8.639999999999999,0.0403314963814842,2,1,2,3,4,2.4,1.019803902718557
BrightStarAM,brightstar_77_98044_12.jpg,A,4,1.87,0.54,1.53,0.84,0.0,0.0,0.0,1.26,0.11,0.94,0.0,0.97,0.0,0.0,0.45,0.55,0.02,9.08,0.0415635082890422,2,3,5,4,2,3.2,1.16619037896906
BrightStarAM,brightstar_22_41593_88.jpg,A,7,1.11,0.24,2.4,0.0,0.0,0.0,0.0,0.79,0.38,1.06,0.84,1.39,0.48,0.0,0.0,0.5,0.06,9.250000000000002,0.0458987244478797,3,2,4,4,2,3.0,0.8944271909999159
BrightStarAM,brightstar_53_8711_173.jpg,A,2,1.35,0.0,3.4,0.0,0.0,0.71,0.0,0.9,0.0,0.0,0.55,0.0,0.0,0.0,0.6,1.56,0.34,9.41,0.0498138093546678,4,4,5,2,4,3.8,0.9797958971132712
BrightStarAM,brightstar_56_161395_875.jpg,A,5,0.9,1.09,2.43,0.0,0.54,0.0,0.52,0.42,1.29,1.0,0.0,0.43,0.0,0.0,0.57,0.0,0.24,9.43,0.0486138227361236,4,7,4,3,7,5.0,1.6733200530681511
BrightStarAM,brightstar_41_98018_33.jpg,A,8,1.92,0.86,1.46,0.32,0.0,0.0,0.0,1.34,0.2,1.26,0.0,0.97,0.0,0.0,0.6,0.61,0.04,9.579999999999998,0.0439560961996893,4,5,4,4,4,4.2,0.3999999999999999
BrightStarAM,brightstar_63_47665_252.jpg,A,1,2.67,2.27,0.0,0.41,0.0,0.11,0.0,0.0,0.0,0.44,1.83,1.06,0.58,0.03,0.55,0.0,0.08,10.03,0.0569406513157551,6,3,4,1,2,3.2,1.7204650534085253
BrightStarAM,brightstar_35_51897_119.jpg,A,1,0.37,0.0,2.18,0.54,0.0,0.45,0.0,1.02,0.11,0.4,1.18,1.27,0.98,0.0,0.5,1.06,0.02,10.080000000000002,0.0483442458702242,1,1,3,2,6,2.6,1.8547236990991407
BrightStarAM,brightstar_26_141345_63.jpg,A,9,0.55,0.0,2.29,0.31,0.0,0.82,0.34,1.09,0.03,1.81,0.0,0.39,1.5,0.0,0.58,0.0,0.7,10.409999999999998,0.0507429943502241,3,4,5,3,2,3.4,1.019803902718557
BrightStarAM,brightstar_40_51281_40.jpg,A,6,0.2,0.0,1.65,0.99,0.14,0.0,0.68,1.1,0.98,0.49,0.27,1.19,1.25,0.0,0.0,0.07,1.45,10.46,0.0494923401894439,3,3,3,2,2,2.6,0.4898979485566356
BrightStarAM,brightstar_42_119236_292.jpg,A,3,1.44,0.0,1.64,0.0,0.0,0.0,0.2,1.74,0.0,0.72,1.32,1.42,0.23,0.0,0.59,1.22,0.0,10.52,0.0469933448033868,1,2,3,3,2,2.2,0.7483314773547882
BrightStarAM,brightstar_43_76563_13.jpg,A,7,2.13,2.35,0.0,1.6,0.0,0.0,0.0,0.72,0.26,0.12,0.49,1.68,0.0,0.33,0.0,1.17,0.0,10.85,0.0569531396190579,2,3,5,4,2,3.2,1.16619037896906
BrightStarAM,brightstar_54_51897_14.jpg,A,1,0.12,0.0,1.89,0.04,0.0,1.05,0.0,1.54,0.28,0.09,1.41,1.82,0.0,0.0,0.56,1.75,0.33,10.88,0.0511098112340778,1,2,3,2,2,2.0,0.6324555320336759
BrightStarAM,brightstar_49_124993_13.jpg,A,3,1.22,0.0,0.59,1.59,0.94,0.0,0.0,1.79,0.9,1.08,0.55,0.63,0.81,0.41,0.38,0.0,0.06,10.950000000000005,0.047632609816227,1,2,5,4,5,3.4,1.624807680927192
BrightStarAM,brightstar_13_155254_8.jpg,A,4,3.01,1.35,0.96,1.36,0.13,0.0,0.0,0.48,0.0,0.0,1.3,0.0,2.0,0.0,0.51,0.0,0.0,11.1,0.0607746613093329,2,3,3,6,3,3.4,1.3564659966250536
BrightStarAM,brightstar_44_155121_111.jpg,A,1,3.14,1.48,0.7,1.19,0.0,0.0,0.0,0.74,0.0,0.0,1.42,0.0,2.0,0.0,0.51,0.0,0.0,11.18,0.0603624828095627,1,2,2,1,2,1.6,0.4898979485566356
BrightStarAM,brightstar_60_141345_16.jpg,A,10,0.73,0.0,2.87,0.0,0.0,0.76,0.9,1.3,0.0,0.8,0.12,0.25,0.59,0.0,1.6,0.46,0.88,11.260000000000002,0.0549314492097366,5,4,4,3,5,4.2,0.7483314773547882
BrightStarAM,brightstar_24_38256_69.jpg,A,9,1.33,0.0,1.34,0.93,0.4,1.57,0.0,2.51,0.29,0.0,0.0,0.2,0.85,0.0,0.24,0.0,1.7,11.359999999999998,0.0472702169303001,2,5,2,2,2,2.6,1.2000000000000002
BrightStarAM,brightstar_69_124537_81.jpg,A,9,3.22,0.09,0.0,0.67,0.0,0.0,0.0,0.19,0.0,1.49,1.92,1.68,1.8,0.31,0.0,0.0,0.0,11.37,0.0653662457992994,1,4,3,2,1,2.2,1.16619037896906
BrightStarAM,brightstar_81_45713_22.jpg,A,8,2.86,1.31,0.69,0.99,0.0,0.3,0.17,0.0,0.0,1.17,0.88,0.26,1.41,0.0,1.28,0.0,0.29,11.609999999999998,0.0640441703473783,2,2,4,4,5,3.4,1.2
BrightStarAM,brightstar_48_162494_301.jpg,A,10,1.3,0.0,2.47,0.29,0.51,0.74,0.86,1.48,1.23,0.4,0.08,0.0,0.82,0.0,1.61,0.0,0.0,11.79,0.0561626579359329,7,6,7,6,5,6.2,0.7483314773547882
BrightStarAM,brightstar_55_41689_10.jpg,A,7,2.8,0.0,0.5,1.02,0.0,0.0,0.0,1.53,0.26,2.17,0.73,1.52,0.45,0.3,0.11,0.71,0.24,12.340000000000002,0.060514273933054,2,5,3,2,3,3.0,1.095445115010332
BrightStarAM,brightstar_57_142770_8.jpg,A,4,0.0,0.0,2.8,0.0,0.25,0.55,0.32,2.53,0.76,1.49,0.51,0.42,1.37,0.0,0.61,0.0,0.82,12.43,0.0544526956727475,4,5,4,6,5,4.8,0.7483314773547882
BrightStarAM,brightstar_46_151105_167.jpg,A,8,1.95,0.78,0.85,1.91,0.11,0.0,0.26,0.92,0.26,1.94,0.57,0.35,1.58,0.0,1.42,0.0,0.0,12.9,0.0657215243031826,2,2,3,4,4,3.0,0.8944271909999159
BrightStarAM,brightstar_74_51897_52.jpg,A,8,1.13,0.29,2.35,0.0,0.0,0.0,0.0,1.71,0.36,0.79,1.4,1.09,1.15,0.0,1.08,1.36,0.36,13.07,0.061487731673795,3,3,3,1,3,2.6,0.8
BrightStarAM,brightstar_73_37460_124.jpg,A,5,2.39,0.0,0.0,0.84,1.57,1.39,0.0,0.2,2.21,0.72,1.51,1.28,0.0,0.56,0.36,0.0,0.05,13.08,0.0716218047962498,3,5,4,4,6,4.4,1.0198039027185568
BrightStarAM,brightstar_64_135841_43.jpg,A,2,0.0,0.0,0.0,0.24,0.0,0.0,0.59,0.0,0.0,0.0,3.9,0.0,0.0,2.85,0.0,5.0,0.58,13.16,0.0933207253162456,2,2,2,2,4,2.4,0.8
BrightStarAM,brightstar_25_155129_47.jpg,A,2,2.9,1.49,1.19,0.94,0.0,1.22,0.0,1.02,0.0,0.0,1.37,0.0,1.79,0.0,0.73,0.52,0.0,13.169999999999998,0.0681900027500527,2,2,2,1,2,1.8,0.4
BrightStarAM,brightstar_50_112931_15.jpg,A,8,1.32,0.0,0.2,1.38,0.0,2.21,0.0,0.52,0.0,2.47,0.15,1.22,0.0,0.0,0.0,2.98,0.9,13.35,0.0747031018328672,1,2,2,1,5,2.2,1.469693845669907
BrightStarAM,brightstar_45_150505_149.jpg,A,10,1.39,0.87,1.85,0.82,1.33,0.69,0.82,1.21,1.02,1.61,0.0,0.0,0.0,0.0,1.58,0.0,0.44,13.63,0.066769813636039,5,5,4,3,4,4.2,0.7483314773547882
BrightStarAM,brightstar_61_45713_28.jpg,A,7,2.55,1.38,0.47,0.33,0.0,0.58,0.06,0.0,0.0,1.28,1.25,1.42,1.99,0.3,0.59,0.0,1.48,13.68,0.0755333036183137,3,3,2,3,4,3.0,0.6324555320336759
BrightStarAM,brightstar_63_15313_84.jpg,A,1,0.0,0.0,1.39,0.0,1.46,0.05,0.74,3.21,2.83,2.44,0.0,0.0,0.0,0.0,1.7,0.0,0.0,13.82,0.0617605991113209,4,5,5,3,5,4.4,0.8
BrightStarAM,brightstar_62_51281_106.jpg,A,9,1.62,0.7,1.9,0.9,0.17,0.0,0.0,1.9,0.64,0.0,1.37,1.81,0.77,0.0,0.88,1.21,0.24,14.11,0.0658202646711191,1,4,4,3,3,3.0,1.095445115010332
BrightStarAM,brightstar_72_141345_117.jpg,A,6,0.5,0.0,2.61,0.57,0.15,0.64,0.51,1.91,0.28,2.8,0.0,0.86,1.77,0.0,0.9,0.1,0.73,14.329999999999998,0.0701541817558499,5,3,6,3,4,4.2,1.16619037896906
BrightStarAM,brightstar_82_32097_135.jpg,A,10,1.95,0.31,1.63,0.94,0.11,0.04,0.0,0.59,1.29,2.95,0.0,1.21,0.88,0.0,0.0,0.32,2.39,14.61,0.0801780200827593,1,3,1,2,3,2.0,0.8944271909999159
BrightStarAM,brightstar_67_39881_18.jpg,A,6,1.34,0.61,2.5,0.0,1.36,0.0,0.0,1.13,2.43,2.13,0.0,0.13,0.43,0.0,1.09,0.25,1.91,15.31,0.0807565350033094,4,5,5,4,5,4.6,0.4898979485566356
BrightStarAM,brightstar_70_54801_51.jpg,A,1,2.36,2.3,1.07,0.99,0.07,0.76,0.0,0.56,0.18,1.14,0.32,0.0,1.59,0.0,1.22,0.0,2.77,15.330000000000002,0.0840823300904191,3,1,2,1,2,1.8,0.7483314773547883
BrightStarAM,brightstar_79_151105_250.jpg,A,5,1.68,0.7,1.27,0.35,0.9,0.07,1.08,2.12,1.04,1.71,0.66,0.5,0.0,0.0,2.36,0.0,1.02,15.46,0.0724471043435162,2,3,4,3,3,3.0,0.6324555320336759
BrightStarAM,brightstar_80_162494_340.jpg,A,7,2.13,0.0,2.79,0.05,0.83,1.11,0.99,1.37,1.73,1.62,0.05,0.0,0.61,0.0,1.9,0.0,0.41,15.590000000000002,0.0804858814161299,3,6,5,6,6,5.2,1.16619037896906
BrightStarAM,brightstar_75_123601_6.jpg,A,10,0.52,1.0,0.98,0.0,2.23,0.62,0.77,1.39,2.05,3.56,0.0,0.0,0.27,0.94,0.71,0.33,0.45,15.82,0.0830797067170855,5,6,6,6,7,6.0,0.6324555320336759
BrightStarAM,brightstar_83_37593_22.jpg,A,1,1.14,0.0,1.73,0.56,1.23,1.72,0.0,2.87,2.16,1.6,0.0,0.0,0.95,0.0,1.75,0.0,0.37,16.08,0.072955584325686,3,5,6,3,5,4.4,1.2
BrightStarAM,brightstar_68_75847_97.jpg,A,3,2.66,1.17,0.43,0.0,0.0,1.37,0.0,1.77,0.75,2.7,1.09,2.4,0.0,0.92,0.0,0.69,1.32,17.27,0.0885008065284323,1,1,1,1,3,1.4,0.8
BrightStarAM,brightstar_47_37561_33.jpg,A,2,0.89,0.0,1.89,0.0,1.94,1.87,0.18,2.34,2.87,2.16,0.0,0.0,0.77,0.0,2.05,0.0,1.18,18.14,0.0911592065308515,4,4,4,7,4,4.6,1.2
BrightStarAM,brightstar_78_150505_119.jpg,A,6,2.17,1.03,1.41,0.0,1.9,0.41,0.61,2.58,1.56,3.72,0.3,0.74,0.84,0.0,1.39,0.0,0.04,18.7,0.0936339236863661,4,3,5,3,3,3.6,0.8
BrightStarAM,brightstar_31_100433_24.jpg,A,5,3.04,2.45,0.74,1.85,0.0,0.0,0.0,1.45,0.61,2.89,0.61,0.78,1.86,0.36,1.0,0.67,0.57,18.88,0.1011462579870347,3,4,3,6,4,4.0,1.095445115010332
BrightStarAM,brightstar_66_100449_62.jpg,A,4,2.65,1.93,1.16,1.36,0.0,0.0,0.0,1.66,0.53,2.77,0.58,1.24,2.23,0.64,1.04,0.56,0.53,18.88,0.0979079313910848,3,4,6,4,2,3.8,1.32664991614216
BrightStarAM,brightstar_84_37593_0.jpg,A,4,0.96,0.0,1.84,0.0,2.24,2.35,0.29,2.78,3.04,2.07,0.0,0.3,0.81,0.0,2.04,0.0,1.41,20.13,0.1011541687263656,5,6,5,6,4,5.2,0.7483314773547882
BrightStarAM,brightstar_76_51281_6.jpg,A,2,0.79,0.21,4.09,0.04,0.83,0.0,0.77,2.92,0.39,0.49,1.47,1.79,1.73,0.0,1.65,2.36,1.8,21.33,0.1090157468920664,4,6,7,4,6,5.4,1.2
CertifiedCopyAM,copie_15_79457_118.jpg,A,8,0.27,0.01,0.19,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.12,0.0,0.34,0.0,0.0,0.0,0.0,2.76,0.0148927120681133,3,3,3,2,3,2.8,0.3999999999999999
CertifiedCopyAM,copie_10_43379_35.jpg,A,7,0.0,0.0,0.25,0.0,0.0,0.0,0.67,0.63,0.72,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5700000000000003,0.0152139311737642,1,3,4,3,3,2.8,0.9797958971132712
CertifiedCopyAM,copie_15_10886_45.jpg,A,6,0.16,0.0,0.64,0.53,0.0,0.0,0.17,0.0,0.0,0.43,0.0,0.0,0.0,0.15,0.0,1.56,0.0,3.64,0.0188713860531569,3,2,3,1,4,2.6,1.019803902718557
CertifiedCopyAM,copie_13_18425_318.jpg,A,5,0.01,0.0,1.58,0.0,0.0,0.26,0.0,0.0,0.17,0.83,0.0,0.1,0.0,0.13,0.0,0.0,0.96,4.04,0.0211891114261897,1,1,2,2,4,2.0,1.095445115010332
CertifiedCopyAM,copie_13_18425_318.jpg,A,5,0.01,0.0,1.58,0.0,0.0,0.26,0.0,0.0,0.17,0.83,0.0,0.1,0.0,0.13,0.0,0.0,0.96,4.04,0.0211891114261897,1,1,2,2,4,2.0,1.095445115010332
CertifiedCopyAM,copie_20_74000_5.jpg,A,6,0.0,0.0,1.68,0.15,0.02,0.0,0.04,0.98,0.0,0.33,0.08,0.0,0.0,0.0,0.0,0.83,0.0,4.11,0.0166326294122658,2,1,4,2,5,2.8,1.469693845669907
CertifiedCopyAM,copie_18_41723_36.jpg,A,10,0.0,0.0,1.56,0.0,0.0,0.0,0.21,0.75,0.0,1.12,0.18,0.0,0.0,0.0,0.0,0.0,0.36,4.180000000000001,0.0181545264161191,3,5,3,4,3,3.6,0.8
CertifiedCopyAM,copie_1_138920_28.jpg,A,4,0.0,0.01,0.29,0.0,0.0,0.0,0.0,0.0,1.26,1.6,0.0,0.17,0.0,0.0,0.01,0.0,0.96,4.3,0.0229145781399019,4,3,3,4,3,3.4,0.4898979485566356
CertifiedCopyAM,copie_16_70926_48.jpg,A,9,1.28,1.35,0.0,0.99,0.0,0.08,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,4.459999999999999,0.0234007995329776,2,4,4,1,2,2.6,1.2
CertifiedCopyAM,copie_16_70926_48.jpg,A,9,1.28,1.35,0.0,0.99,0.0,0.08,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,4.459999999999999,0.0234007995329776,2,4,4,1,2,2.6,1.2
CertifiedCopyAM,copie_9_115145_7.jpg,A,5,0.35,0.78,0.0,0.0,0.0,0.41,0.0,0.39,0.67,0.78,0.0,0.0,0.0,0.0,0.67,0.41,0.0,4.46,0.0204237843702578,2,3,3,4,3,3.0,0.6324555320336759
CertifiedCopyAM,copie_18_72993_220.jpg,A,4,0.28,0.0,0.92,0.24,0.0,0.0,0.3,0.43,0.0,0.72,0.0,0.0,0.0,0.93,0.0,0.89,0.21,4.920000000000001,0.0227721754857096,1,2,4,3,3,2.6,1.019803902718557
CertifiedCopyAM,copie_2_66513_57.jpg,A,7,0.48,0.0,0.0,0.0,0.2,1.47,0.0,0.0,1.19,0.0,0.0,0.26,0.23,0.32,0.42,0.0,0.39,4.959999999999999,0.0255893817156066,3,2,3,2,3,2.6,0.4898979485566356
CertifiedCopyAM,copie_7_153388_603.jpg,A,2,0.0,0.3,1.34,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.43,0.0,0.25,0.0,0.68,0.59,4.970000000000001,0.0257128308986475,4,4,3,2,3,3.2,0.7483314773547882
CertifiedCopyAM,copie_17_41122_41.jpg,A,1,0.62,0.0,1.84,0.0,0.0,0.0,0.3,0.06,0.13,0.25,0.0,0.0,0.0,0.0,0.76,1.04,0.0,5.0,0.0261617853788908,3,3,3,2,4,3.0,0.6324555320336759
CertifiedCopyAM,copie_5_21367_112.jpg,A,4,1.69,0.35,0.06,1.22,0.0,0.0,0.0,0.7,0.55,0.31,0.26,0.0,0.02,0.0,0.0,0.0,0.0,5.159999999999999,0.0235497853605059,1,2,1,4,3,2.2,1.16619037896906
CertifiedCopyAM,copie_12_112779_77.jpg,A,1,0.0,0.0,0.09,0.0,0.05,0.0,0.0,0.36,0.82,1.28,0.0,0.0,0.69,0.0,0.25,0.95,0.89,5.379999999999999,0.0259222571543029,3,3,4,2,3,3.0,0.6324555320336759
CertifiedCopyAM,copie_32_66513_118.jpg,A,3,0.42,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.44,0.0,0.0,0.0,0.97,0.16,0.83,1.14,0.0,5.47,0.0286038758186679,2,1,4,3,4,2.8,1.16619037896906
CertifiedCopyAM,copie_6_154163_457.jpg,A,7,0.0,0.43,0.88,0.42,0.0,0.0,0.14,0.0,0.0,0.32,1.47,0.32,0.28,0.22,0.59,0.34,0.57,5.98,0.0303860438547519,4,3,4,4,4,3.8,0.3999999999999999
CertifiedCopyAM,copie_19_20891_230.jpg,A,6,1.0,0.0,1.05,0.0,0.0,0.26,0.0,0.24,0.77,1.95,0.0,0.18,0.0,0.37,0.0,0.0,0.21,6.029999999999999,0.0307886118037312,2,4,4,4,3,3.4,0.8
CertifiedCopyAM,copie_3_39961_7.jpg,A,9,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.35,2.03,1.41,0.0,0.0,0.0,0.0,0.47,0.0,0.84,6.21,0.0266004863748558,4,4,6,4,4,4.4,0.7999999999999999
CertifiedCopyAM,copie_23_64857_69.jpg,A,4,0.83,0.82,0.0,0.66,0.12,1.15,0.0,0.0,1.05,0.0,0.0,0.38,0.54,0.33,0.37,0.08,0.0,6.33,0.032255959355936,2,3,4,5,3,3.4,1.019803902718557
CertifiedCopyAM,copie_34_76369_161.jpg,A,10,0.2,0.37,1.56,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.69,0.0,0.0,1.29,0.0,1.15,0.96,6.5200000000000005,0.0343164887320188,3,3,1,2,1,2.0,0.8944271909999159
CertifiedCopyAM,copie_38_138920_44.jpg,A,8,0.0,0.0,1.11,0.0,0.0,0.0,0.23,0.03,0.8,2.38,0.0,0.86,0.0,0.13,0.0,0.62,0.52,6.68,0.0361102417876292,4,5,5,2,5,4.2,1.16619037896906
CertifiedCopyAM,copie_14_44693_9.jpg,A,5,0.0,0.0,0.58,0.0,0.63,0.39,0.06,1.26,1.87,0.39,0.76,0.0,0.0,0.0,0.0,0.0,0.93,6.869999999999999,0.0295043836163058,3,6,4,2,7,4.4,1.8547236990991407
CertifiedCopyAM,copie_28_153050_3.jpg,A,10,0.58,0.72,0.0,0.39,0.0,1.2,0.1,0.24,0.61,0.0,0.4,0.0,0.46,0.1,0.34,0.95,0.83,6.919999999999999,0.033894173216363,1,4,2,1,2,2.0,1.095445115010332
CertifiedCopyAM,copie_0_43497_88.jpg,A,1,0.11,0.0,1.05,0.0,0.14,1.45,0.72,1.88,0.84,0.01,0.31,0.0,0.0,0.0,0.0,0.0,0.54,7.049999999999999,0.0267947891863339,1,3,4,2,4,2.8,1.16619037896906
CertifiedCopyAM,copie_36_123410_138.jpg,A,3,0.43,0.87,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.78,0.72,0.44,0.0,0.0,0.22,7.140000000000001,0.0388074110266677,3,1,2,2,5,2.6,1.3564659966250538
CertifiedCopyAM,copie_39_112779_10.jpg,A,1,0.0,0.0,0.0,0.0,0.74,1.3,0.0,0.52,2.11,1.42,0.0,0.0,0.53,0.0,0.5,0.27,0.0,7.390000000000001,0.0372386065904792,2,3,4,2,3,2.8,0.7483314773547882
CertifiedCopyAM,copie_27_21889_7.jpg,A,4,0.72,0.0,2.81,0.9,0.12,0.35,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.4,7.540000000000001,0.0377753569839247,4,4,3,3,3,3.4,0.4898979485566356
CertifiedCopyAM,copie_11_75331_42.jpg,A,3,0.0,0.0,1.32,0.28,0.5,0.36,0.66,1.24,0.0,0.0,0.33,0.72,1.32,0.0,0.83,0.0,0.0,7.56,0.0326286352455141,4,2,3,3,6,3.6,1.3564659966250538
CertifiedCopyAM,copie_31_44785_94.jpg,A,3,0.0,0.0,0.0,0.0,1.93,0.45,0.52,0.19,2.13,0.69,0.0,0.0,0.0,0.0,1.63,0.0,0.39,7.93,0.0428426984964849,4,5,6,7,7,5.8,1.16619037896906
CertifiedCopyAM,copie_24_154163_117.jpg,A,3,0.0,0.79,0.86,0.63,0.0,0.0,0.72,0.0,0.0,0.0,1.62,0.78,1.48,0.39,0.31,0.0,0.38,7.96,0.0416073698708187,2,2,1,3,2,2.0,0.6324555320336759
CertifiedCopyAM,copie_30_19674_6.jpg,A,9,0.07,0.0,1.8,0.35,0.61,0.0,0.1,0.49,2.21,1.13,0.0,0.39,0.6,0.0,0.0,0.33,0.0,8.079999999999998,0.0413279695754136,3,4,4,3,5,3.8,0.7483314773547882
CertifiedCopyAM,copie_4_138633_16.jpg,A,6,0.17,0.96,0.47,0.29,0.0,0.0,0.0,0.0,0.0,0.24,0.54,0.98,0.75,0.33,0.56,0.41,2.67,8.370000000000001,0.0452796618251997,2,2,2,2,4,2.4,0.8
CertifiedCopyAM,copie_84_126247_0.jpg,A,4,2.0,0.25,2.38,0.14,0.22,0.0,0.0,0.21,0.17,0.0,0.0,0.2,0.42,0.21,1.11,0.0,1.08,8.39,0.045224191117613,1,3,2,5,2,2.6,1.3564659966250536
CertifiedCopyAM,copie_41_37097_75.jpg,A,4,0.0,0.38,1.55,0.0,0.0,0.0,0.0,1.19,1.26,1.63,0.0,0.0,0.02,0.0,1.33,1.12,0.0,8.48,0.039400195765778,3,4,2,4,3,3.2,0.7483314773547882
CertifiedCopyAM,copie_22_123162_1.jpg,A,2,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.25,0.32,0.0,0.0,0.47,0.0,3.31,2.04,1.78,8.48,0.0505963550783433,2,2,3,1,3,2.2,0.7483314773547882
CertifiedCopyAM,copie_56_116345_12.jpg,A,2,0.0,0.0,0.0,0.0,0.96,0.0,0.52,0.86,2.15,1.69,0.02,0.0,0.07,0.0,1.48,0.8,0.0,8.55,0.0422840761292011,3,4,3,4,3,3.4,0.4898979485566356
CertifiedCopyAM,copie_33_37718_202.jpg,A,7,0.0,0.0,0.03,0.0,0.17,0.32,0.41,2.7,2.06,1.99,0.08,0.56,0.0,0.0,0.0,0.36,0.0,8.68,0.0329499535861865,2,6,5,3,3,3.8,1.469693845669907
CertifiedCopyAM,copie_53_76369_111.jpg,A,5,0.1,0.32,2.17,0.0,0.0,0.0,0.29,0.2,0.0,1.0,0.51,0.0,0.0,0.81,0.0,2.18,1.14,8.72,0.0469887099866835,1,3,3,2,1,2.0,0.8944271909999159
CertifiedCopyAM,copie_25_126057_154.jpg,A,1,1.52,2.16,0.0,0.47,0.0,0.37,0.0,0.0,0.49,0.0,0.0,0.0,0.95,0.0,1.19,1.61,0.0,8.76,0.0478149469122384,4,4,4,2,5,3.8,0.9797958971132712
