annotator_id,prolific_user,movie,image,movie_type,annot_group,annotator_gender,annotator_origin,movies_recognition,actors_recognition,intensity,sum,exp_sum,quartile
R_8YCvFpGcoRehLt7,0,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Male,Western (European),Several,Several,3,12.08,0.0621729091032186,q3
R_548npoHdsqhOzpD,0,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Female,Western (European),All of them,A few,2,12.08,0.0621729091032186,q3
R_2qxUNHI6UNKrlya,1,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Female,Asian (South),A few,Several,3,12.08,0.0621729091032186,q3
R_7fqKrR8tHyC0tvr,0,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Male,Western (European),A few,Several,4,12.08,0.0621729091032186,q3
R_2ogU8RUHu1E9gvz,1,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Male,Asian (Southeast),Several,Several,4,12.08,0.0621729091032186,q3
R_66gIl2UUpbsbwUF,1,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Male,Western (European),Several,Many,4,12.08,0.0621729091032186,q3
R_5EmOLFhN5MVzhml,1,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Male,Other,Several,Many,1,12.08,0.0621729091032186,q3
R_3P4WuKP79ywzb9a,1,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Female,Western (European),A few,A few,2,12.08,0.0621729091032186,q3
R_6DBI46q8munIToT,1,SynecdocheAM,newyork_43_50385_50.jpg,A,3,Female,Western (European),Many,Many,2,12.08,0.0621729091032186,q3
R_8YCvFpGcoRehLt7,0,CleanAM,clean_41_126681_108.jpg,A,3,Male,Western (European),Several,Several,3,8.010000000000002,0.0350245515453142,q2
R_548npoHdsqhOzpD,0,CleanAM,clean_41_126681_108.jpg,A,3,Female,Western (European),All of them,A few,1,8.010000000000002,0.0350245515453142,q2
R_2qxUNHI6UNKrlya,1,CleanAM,clean_41_126681_108.jpg,A,3,Female,Asian (South),A few,Several,5,8.010000000000002,0.0350245515453142,q2
R_7fqKrR8tHyC0tvr,0,CleanAM,clean_41_126681_108.jpg,A,3,Male,Western (European),A few,Several,1,8.010000000000002,0.0350245515453142,q2
R_2ogU8RUHu1E9gvz,1,CleanAM,clean_41_126681_108.jpg,A,3,Male,Asian (Southeast),Several,Several,4,8.010000000000002,0.0350245515453142,q2
R_66gIl2UUpbsbwUF,1,CleanAM,clean_41_126681_108.jpg,A,3,Male,Western (European),Several,Many,4,8.010000000000002,0.0350245515453142,q2
R_5EmOLFhN5MVzhml,1,CleanAM,clean_41_126681_108.jpg,A,3,Male,Other,Several,Many,1,8.010000000000002,0.0350245515453142,q2
R_3P4WuKP79ywzb9a,1,CleanAM,clean_41_126681_108.jpg,A,3,Female,Western (European),A few,A few,1,8.010000000000002,0.0350245515453142,q2
R_6DBI46q8munIToT,1,CleanAM,clean_41_126681_108.jpg,A,3,Female,Western (European),Many,Many,2,8.010000000000002,0.0350245515453142,q2
R_8YCvFpGcoRehLt7,0,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Male,Western (European),Several,Several,3,2.43,0.0112396066832783,q1
R_548npoHdsqhOzpD,0,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Female,Western (European),All of them,A few,4,2.43,0.0112396066832783,q1
R_2qxUNHI6UNKrlya,1,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Female,Asian (South),A few,Several,7,2.43,0.0112396066832783,q1
R_7fqKrR8tHyC0tvr,0,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Male,Western (European),A few,Several,4,2.43,0.0112396066832783,q1
R_2ogU8RUHu1E9gvz,1,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Male,Asian (Southeast),Several,Several,4,2.43,0.0112396066832783,q1
R_66gIl2UUpbsbwUF,1,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Male,Western (European),Several,Many,5,2.43,0.0112396066832783,q1
R_5EmOLFhN5MVzhml,1,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Male,Other,Several,Many,5,2.43,0.0112396066832783,q1
R_3P4WuKP79ywzb9a,1,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Female,Western (European),A few,A few,5,2.43,0.0112396066832783,q1
R_6DBI46q8munIToT,1,MonsterInLawHM,monster_10_67625_43.jpg,H,3,Female,Western (European),Many,Many,2,2.43,0.0112396066832783,q1
R_8YCvFpGcoRehLt7,0,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Male,Western (European),Several,Several,2,10.01,0.0544621186593399,q4
R_548npoHdsqhOzpD,0,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Female,Western (European),All of them,A few,3,10.01,0.0544621186593399,q4
R_2qxUNHI6UNKrlya,1,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Female,Asian (South),A few,Several,2,10.01,0.0544621186593399,q4
R_7fqKrR8tHyC0tvr,0,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Male,Western (European),A few,Several,2,10.01,0.0544621186593399,q4
R_2ogU8RUHu1E9gvz,1,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Male,Asian (Southeast),Several,Several,4,10.01,0.0544621186593399,q4
R_66gIl2UUpbsbwUF,1,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Male,Western (European),Several,Many,6,10.01,0.0544621186593399,q4
R_5EmOLFhN5MVzhml,1,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Male,Other,Several,Many,3,10.01,0.0544621186593399,q4
R_3P4WuKP79ywzb9a,1,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Female,Western (European),A few,A few,3,10.01,0.0544621186593399,q4
R_6DBI46q8munIToT,1,QuantumOfSolaceHM,quantum_47_90762_35.jpg,H,3,Female,Western (European),Many,Many,3,10.01,0.0544621186593399,q4
R_8YCvFpGcoRehLt7,0,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Male,Western (European),Several,Several,3,5.22,0.0268583968066435,q2
R_548npoHdsqhOzpD,0,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Female,Western (European),All of them,A few,3,5.22,0.0268583968066435,q2
R_2qxUNHI6UNKrlya,1,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Female,Asian (South),A few,Several,7,5.22,0.0268583968066435,q2
R_7fqKrR8tHyC0tvr,0,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Male,Western (European),A few,Several,4,5.22,0.0268583968066435,q2
R_2ogU8RUHu1E9gvz,1,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Male,Asian (Southeast),Several,Several,7,5.22,0.0268583968066435,q2
R_66gIl2UUpbsbwUF,1,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Male,Western (European),Several,Many,4,5.22,0.0268583968066435,q2
R_5EmOLFhN5MVzhml,1,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Male,Other,Several,Many,5,5.22,0.0268583968066435,q2
R_3P4WuKP79ywzb9a,1,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Female,Western (European),A few,A few,4,5.22,0.0268583968066435,q2
R_6DBI46q8munIToT,1,MonsterInLawHM,monster_1_68673_10.jpg,H,3,Female,Western (European),Many,Many,3,5.22,0.0268583968066435,q2
R_8YCvFpGcoRehLt7,0,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Male,Western (European),Several,Several,1,10.950000000000005,0.047632609816227,q4
R_548npoHdsqhOzpD,0,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Female,Western (European),All of them,A few,2,10.950000000000005,0.047632609816227,q4
R_2qxUNHI6UNKrlya,1,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Female,Asian (South),A few,Several,5,10.950000000000005,0.047632609816227,q4
R_7fqKrR8tHyC0tvr,0,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Male,Western (European),A few,Several,4,10.950000000000005,0.047632609816227,q4
R_2ogU8RUHu1E9gvz,1,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Male,Asian (Southeast),Several,Several,5,10.950000000000005,0.047632609816227,q4
R_66gIl2UUpbsbwUF,1,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Male,Western (European),Several,Many,4,10.950000000000005,0.047632609816227,q4
R_5EmOLFhN5MVzhml,1,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Male,Other,Several,Many,2,10.950000000000005,0.047632609816227,q4
R_3P4WuKP79ywzb9a,1,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Female,Western (European),A few,A few,3,10.950000000000005,0.047632609816227,q4
R_6DBI46q8munIToT,1,BrightStarAM,brightstar_49_124993_13.jpg,A,3,Female,Western (European),Many,Many,2,10.950000000000005,0.047632609816227,q4
R_8YCvFpGcoRehLt7,0,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Male,Western (European),Several,Several,2,10.000000000000002,0.0411992019932354,q3
R_548npoHdsqhOzpD,0,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Female,Western (European),All of them,A few,3,10.000000000000002,0.0411992019932354,q3
R_2qxUNHI6UNKrlya,1,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Female,Asian (South),A few,Several,7,10.000000000000002,0.0411992019932354,q3
R_7fqKrR8tHyC0tvr,0,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Male,Western (European),A few,Several,4,10.000000000000002,0.0411992019932354,q3
R_2ogU8RUHu1E9gvz,1,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Male,Asian (Southeast),Several,Several,6,10.000000000000002,0.0411992019932354,q3
R_66gIl2UUpbsbwUF,1,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Male,Western (European),Several,Many,3,10.000000000000002,0.0411992019932354,q3
R_5EmOLFhN5MVzhml,1,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Male,Other,Several,Many,2,10.000000000000002,0.0411992019932354,q3
R_3P4WuKP79ywzb9a,1,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Female,Western (European),A few,A few,2,10.000000000000002,0.0411992019932354,q3
R_6DBI46q8munIToT,1,PiratesOfCaribbeanHM,pirates_35_114545_46.jpg,H,3,Female,Western (European),Many,Many,4,10.000000000000002,0.0411992019932354,q3
R_8YCvFpGcoRehLt7,0,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Male,Western (European),Several,Several,3,9.36,0.0485832014751003,q2
R_548npoHdsqhOzpD,0,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Female,Western (European),All of them,A few,2,9.36,0.0485832014751003,q2
R_2qxUNHI6UNKrlya,1,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Female,Asian (South),A few,Several,7,9.36,0.0485832014751003,q2
R_7fqKrR8tHyC0tvr,0,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Male,Western (European),A few,Several,3,9.36,0.0485832014751003,q2
R_2ogU8RUHu1E9gvz,1,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Male,Asian (Southeast),Several,Several,7,9.36,0.0485832014751003,q2
R_66gIl2UUpbsbwUF,1,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Male,Western (European),Several,Many,5,9.36,0.0485832014751003,q2
R_5EmOLFhN5MVzhml,1,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Male,Other,Several,Many,4,9.36,0.0485832014751003,q2
R_3P4WuKP79ywzb9a,1,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Female,Western (European),A few,A few,4,9.36,0.0485832014751003,q2
R_6DBI46q8munIToT,1,TheDarkKnightHM,darkknightbatman_71_56817_1.jpg,H,3,Female,Western (European),Many,Many,2,9.36,0.0485832014751003,q2
R_8YCvFpGcoRehLt7,0,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Male,Western (European),Several,Several,2,5.47,0.0286038758186679,q2
R_548npoHdsqhOzpD,0,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Female,Western (European),All of them,A few,1,5.47,0.0286038758186679,q2
R_2qxUNHI6UNKrlya,1,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Female,Asian (South),A few,Several,4,5.47,0.0286038758186679,q2
R_7fqKrR8tHyC0tvr,0,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Male,Western (European),A few,Several,3,5.47,0.0286038758186679,q2
R_2ogU8RUHu1E9gvz,1,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Male,Asian (Southeast),Several,Several,4,5.47,0.0286038758186679,q2
R_66gIl2UUpbsbwUF,1,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Male,Western (European),Several,Many,4,5.47,0.0286038758186679,q2
R_5EmOLFhN5MVzhml,1,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Male,Other,Several,Many,2,5.47,0.0286038758186679,q2
R_3P4WuKP79ywzb9a,1,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Female,Western (European),A few,A few,1,5.47,0.0286038758186679,q2
R_6DBI46q8munIToT,1,CertifiedCopyAM,copie_32_66513_118.jpg,A,3,Female,Western (European),Many,Many,3,5.47,0.0286038758186679,q2
R_8YCvFpGcoRehLt7,0,SpiderAM,spider_60_12721_56.jpg,A,3,Male,Western (European),Several,Several,4,12.329999999999998,0.0613711183755284,q4
R_548npoHdsqhOzpD,0,SpiderAM,spider_60_12721_56.jpg,A,3,Female,Western (European),All of them,A few,2,12.329999999999998,0.0613711183755284,q4
R_2qxUNHI6UNKrlya,1,SpiderAM,spider_60_12721_56.jpg,A,3,Female,Asian (South),A few,Several,7,12.329999999999998,0.0613711183755284,q4
R_7fqKrR8tHyC0tvr,0,SpiderAM,spider_60_12721_56.jpg,A,3,Male,Western (European),A few,Several,3,12.329999999999998,0.0613711183755284,q4
R_2ogU8RUHu1E9gvz,1,SpiderAM,spider_60_12721_56.jpg,A,3,Male,Asian (Southeast),Several,Several,2,12.329999999999998,0.0613711183755284,q4
R_66gIl2UUpbsbwUF,1,SpiderAM,spider_60_12721_56.jpg,A,3,Male,Western (European),Several,Many,5,12.329999999999998,0.0613711183755284,q4
R_5EmOLFhN5MVzhml,1,SpiderAM,spider_60_12721_56.jpg,A,3,Male,Other,Several,Many,1,12.329999999999998,0.0613711183755284,q4
R_3P4WuKP79ywzb9a,1,SpiderAM,spider_60_12721_56.jpg,A,3,Female,Western (European),A few,A few,4,12.329999999999998,0.0613711183755284,q4
R_6DBI46q8munIToT,1,SpiderAM,spider_60_12721_56.jpg,A,3,Female,Western (European),Many,Many,3,12.329999999999998,0.0613711183755284,q4
R_8YCvFpGcoRehLt7,0,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Male,Western (European),Several,Several,3,15.159999999999998,0.0720174213352553,q4
R_548npoHdsqhOzpD,0,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Female,Western (European),All of them,A few,5,15.159999999999998,0.0720174213352553,q4
R_2qxUNHI6UNKrlya,1,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Female,Asian (South),A few,Several,6,15.159999999999998,0.0720174213352553,q4
R_7fqKrR8tHyC0tvr,0,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Male,Western (European),A few,Several,5,15.159999999999998,0.0720174213352553,q4
R_2ogU8RUHu1E9gvz,1,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Male,Asian (Southeast),Several,Several,7,15.159999999999998,0.0720174213352553,q4
R_66gIl2UUpbsbwUF,1,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Male,Western (European),Several,Many,4,15.159999999999998,0.0720174213352553,q4
R_5EmOLFhN5MVzhml,1,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Male,Other,Several,Many,3,15.159999999999998,0.0720174213352553,q4
R_3P4WuKP79ywzb9a,1,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Female,Western (European),A few,A few,5,15.159999999999998,0.0720174213352553,q4
R_6DBI46q8munIToT,1,SynecdocheAM,newyork_65_177377_96.jpg,A,3,Female,Western (European),Many,Many,4,15.159999999999998,0.0720174213352553,q4
R_8YCvFpGcoRehLt7,0,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Male,Western (European),Several,Several,1,17.27,0.0885008065284323,q4
R_548npoHdsqhOzpD,0,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Female,Western (European),All of them,A few,1,17.27,0.0885008065284323,q4
R_2qxUNHI6UNKrlya,1,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Female,Asian (South),A few,Several,1,17.27,0.0885008065284323,q4
R_7fqKrR8tHyC0tvr,0,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Male,Western (European),A few,Several,1,17.27,0.0885008065284323,q4
R_2ogU8RUHu1E9gvz,1,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Male,Asian (Southeast),Several,Several,3,17.27,0.0885008065284323,q4
R_66gIl2UUpbsbwUF,1,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Male,Western (European),Several,Many,2,17.27,0.0885008065284323,q4
R_5EmOLFhN5MVzhml,1,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Male,Other,Several,Many,2,17.27,0.0885008065284323,q4
R_3P4WuKP79ywzb9a,1,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Female,Western (European),A few,A few,1,17.27,0.0885008065284323,q4
R_6DBI46q8munIToT,1,BrightStarAM,brightstar_68_75847_97.jpg,A,3,Female,Western (European),Many,Many,3,17.27,0.0885008065284323,q4
R_8YCvFpGcoRehLt7,0,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Male,Western (European),Several,Several,3,13.32,0.0602463423212105,q4
R_548npoHdsqhOzpD,0,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Female,Western (European),All of them,A few,4,13.32,0.0602463423212105,q4
R_2qxUNHI6UNKrlya,1,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Female,Asian (South),A few,Several,6,13.32,0.0602463423212105,q4
R_7fqKrR8tHyC0tvr,0,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Male,Western (European),A few,Several,5,13.32,0.0602463423212105,q4
R_2ogU8RUHu1E9gvz,1,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Male,Asian (Southeast),Several,Several,7,13.32,0.0602463423212105,q4
R_66gIl2UUpbsbwUF,1,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Male,Western (European),Several,Many,5,13.32,0.0602463423212105,q4
R_5EmOLFhN5MVzhml,1,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Male,Other,Several,Many,6,13.32,0.0602463423212105,q4
R_3P4WuKP79ywzb9a,1,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Female,Western (European),A few,A few,6,13.32,0.0602463423212105,q4
R_6DBI46q8munIToT,1,MonsterInLawHM,monster_67_52577_22.jpg,H,3,Female,Western (European),Many,Many,3,13.32,0.0602463423212105,q4
R_8YCvFpGcoRehLt7,0,AllOrNothingAM,all_58_125737_51.jpg,A,3,Male,Western (European),Several,Several,2,10.180000000000003,0.0624001578657714,q3
R_548npoHdsqhOzpD,0,AllOrNothingAM,all_58_125737_51.jpg,A,3,Female,Western (European),All of them,A few,2,10.180000000000003,0.0624001578657714,q3
R_2qxUNHI6UNKrlya,1,AllOrNothingAM,all_58_125737_51.jpg,A,3,Female,Asian (South),A few,Several,2,10.180000000000003,0.0624001578657714,q3
R_7fqKrR8tHyC0tvr,0,AllOrNothingAM,all_58_125737_51.jpg,A,3,Male,Western (European),A few,Several,2,10.180000000000003,0.0624001578657714,q3
R_2ogU8RUHu1E9gvz,1,AllOrNothingAM,all_58_125737_51.jpg,A,3,Male,Asian (Southeast),Several,Several,7,10.180000000000003,0.0624001578657714,q3
R_66gIl2UUpbsbwUF,1,AllOrNothingAM,all_58_125737_51.jpg,A,3,Male,Western (European),Several,Many,4,10.180000000000003,0.0624001578657714,q3
R_5EmOLFhN5MVzhml,1,AllOrNothingAM,all_58_125737_51.jpg,A,3,Male,Other,Several,Many,3,10.180000000000003,0.0624001578657714,q3
R_3P4WuKP79ywzb9a,1,AllOrNothingAM,all_58_125737_51.jpg,A,3,Female,Western (European),A few,A few,3,10.180000000000003,0.0624001578657714,q3
R_6DBI46q8munIToT,1,AllOrNothingAM,all_58_125737_51.jpg,A,3,Female,Western (European),Many,Many,2,10.180000000000003,0.0624001578657714,q3
R_8YCvFpGcoRehLt7,0,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Male,Western (European),Several,Several,3,16.61,0.0898454593722798,q4
R_548npoHdsqhOzpD,0,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Female,Western (European),All of them,A few,2,16.61,0.0898454593722798,q4
R_2qxUNHI6UNKrlya,1,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Female,Asian (South),A few,Several,3,16.61,0.0898454593722798,q4
R_7fqKrR8tHyC0tvr,0,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Male,Western (European),A few,Several,2,16.61,0.0898454593722798,q4
R_2ogU8RUHu1E9gvz,1,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Male,Asian (Southeast),Several,Several,1,16.61,0.0898454593722798,q4
R_66gIl2UUpbsbwUF,1,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Male,Western (European),Several,Many,5,16.61,0.0898454593722798,q4
R_5EmOLFhN5MVzhml,1,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Male,Other,Several,Many,2,16.61,0.0898454593722798,q4
R_3P4WuKP79ywzb9a,1,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Female,Western (European),A few,A few,5,16.61,0.0898454593722798,q4
R_6DBI46q8munIToT,1,FastAndFuriousHM,fandf_65_32091_59.jpg,H,3,Female,Western (European),Many,Many,3,16.61,0.0898454593722798,q4
R_8YCvFpGcoRehLt7,0,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Male,Western (European),Several,Several,3,12.46,0.077368175954446,q4
R_548npoHdsqhOzpD,0,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Female,Western (European),All of them,A few,5,12.46,0.077368175954446,q4
R_2qxUNHI6UNKrlya,1,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Female,Asian (South),A few,Several,7,12.46,0.077368175954446,q4
R_7fqKrR8tHyC0tvr,0,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Male,Western (European),A few,Several,6,12.46,0.077368175954446,q4
R_2ogU8RUHu1E9gvz,1,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Male,Asian (Southeast),Several,Several,7,12.46,0.077368175954446,q4
R_66gIl2UUpbsbwUF,1,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Male,Western (European),Several,Many,6,12.46,0.077368175954446,q4
R_5EmOLFhN5MVzhml,1,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Male,Other,Several,Many,6,12.46,0.077368175954446,q4
R_3P4WuKP79ywzb9a,1,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Female,Western (European),A few,A few,6,12.46,0.077368175954446,q4
R_6DBI46q8munIToT,1,FastAndFuriousHM,fandf_61_90795_101.jpg,H,3,Female,Western (European),Many,Many,5,12.46,0.077368175954446,q4
R_8YCvFpGcoRehLt7,0,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Male,Western (European),Several,Several,4,13.3,0.0620707451075475,q4
R_548npoHdsqhOzpD,0,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Female,Western (European),All of them,A few,1,13.3,0.0620707451075475,q4
R_2qxUNHI6UNKrlya,1,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Female,Asian (South),A few,Several,6,13.3,0.0620707451075475,q4
R_7fqKrR8tHyC0tvr,0,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Male,Western (European),A few,Several,2,13.3,0.0620707451075475,q4
R_2ogU8RUHu1E9gvz,1,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Male,Asian (Southeast),Several,Several,7,13.3,0.0620707451075475,q4
R_66gIl2UUpbsbwUF,1,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Male,Western (European),Several,Many,5,13.3,0.0620707451075475,q4
R_5EmOLFhN5MVzhml,1,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Male,Other,Several,Many,7,13.3,0.0620707451075475,q4
R_3P4WuKP79ywzb9a,1,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Female,Western (European),A few,A few,5,13.3,0.0620707451075475,q4
R_6DBI46q8munIToT,1,TheDarkKnightHM,darkknightbatman_56_35185_26.jpg,H,3,Female,Western (European),Many,Many,5,13.3,0.0620707451075475,q4
R_8YCvFpGcoRehLt7,0,ClickHM,click_44_137498_67.jpg,H,3,Male,Western (European),Several,Several,3,10.99,0.0576672472037545,q4
R_548npoHdsqhOzpD,0,ClickHM,click_44_137498_67.jpg,H,3,Female,Western (European),All of them,A few,3,10.99,0.0576672472037545,q4
R_2qxUNHI6UNKrlya,1,ClickHM,click_44_137498_67.jpg,H,3,Female,Asian (South),A few,Several,4,10.99,0.0576672472037545,q4
R_7fqKrR8tHyC0tvr,0,ClickHM,click_44_137498_67.jpg,H,3,Male,Western (European),A few,Several,4,10.99,0.0576672472037545,q4
R_2ogU8RUHu1E9gvz,1,ClickHM,click_44_137498_67.jpg,H,3,Male,Asian (Southeast),Several,Several,7,10.99,0.0576672472037545,q4
R_66gIl2UUpbsbwUF,1,ClickHM,click_44_137498_67.jpg,H,3,Male,Western (European),Several,Many,4,10.99,0.0576672472037545,q4
R_5EmOLFhN5MVzhml,1,ClickHM,click_44_137498_67.jpg,H,3,Male,Other,Several,Many,4,10.99,0.0576672472037545,q4
R_3P4WuKP79ywzb9a,1,ClickHM,click_44_137498_67.jpg,H,3,Female,Western (European),A few,A few,5,10.99,0.0576672472037545,q4
R_6DBI46q8munIToT,1,ClickHM,click_44_137498_67.jpg,H,3,Female,Western (European),Many,Many,2,10.99,0.0576672472037545,q4
R_8YCvFpGcoRehLt7,0,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Male,Western (European),Several,Several,2,4.590000000000001,0.0194029734145604,q1
R_548npoHdsqhOzpD,0,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Female,Western (European),All of them,A few,2,4.590000000000001,0.0194029734145604,q1
R_2qxUNHI6UNKrlya,1,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Female,Asian (South),A few,Several,4,4.590000000000001,0.0194029734145604,q1
R_7fqKrR8tHyC0tvr,0,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Male,Western (European),A few,Several,2,4.590000000000001,0.0194029734145604,q1
R_2ogU8RUHu1E9gvz,1,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Male,Asian (Southeast),Several,Several,3,4.590000000000001,0.0194029734145604,q1
R_66gIl2UUpbsbwUF,1,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Male,Western (European),Several,Many,5,4.590000000000001,0.0194029734145604,q1
R_5EmOLFhN5MVzhml,1,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Male,Other,Several,Many,2,4.590000000000001,0.0194029734145604,q1
R_3P4WuKP79ywzb9a,1,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Female,Western (European),A few,A few,5,4.590000000000001,0.0194029734145604,q1
R_6DBI46q8munIToT,1,QuantumOfSolaceHM,quantum_0_139835_19.jpg,H,3,Female,Western (European),Many,Many,2,4.590000000000001,0.0194029734145604,q1
